surface,chambres,distance_centre,annee_construction,prix
159,1,16.890825180237094,1992,431440
56,3,14.176942702238865,1983,99691
179,4,25.48635539944886,2003,463782
28,2,3.844394842743093,1970,75484
118,2,15.158992973631568,1976,325888
166,5,5.3514112761255435,1963,542865
67,5,10.415601879811739,2006,206092
150,2,22.38335524424619,1984,310736
167,5,14.804525751694229,1989,495696
171,3,11.90076026922731,1968,487204
73,2,12.439812078531023,1980,148848
139,5,14.323956283773612,1979,454504
180,2,23.76547977127465,1978,435473
171,4,26.870455979266797,1978,409481
135,1,28.70470590861392,1971,254645
94,2,23.820198201403556,1996,163363
132,1,10.14679997669237,2001,361751
183,5,20.95590647650972,1976,466948
185,1,13.690490597606367,1996,499374
123,2,8.385448039335484,2013,413124
103,4,25.385275803351757,2007,184911
131,5,2.114364119907425,1998,503347
118,2,27.151097771927283,1987,224569
172,5,14.38284647411729,2000,536044
112,3,19.478842827440133,1994,272548
165,1,20.1212637439677,2006,418141
147,3,26.958414480489555,2007,330818
129,2,19.463420782849013,1977,327774
101,4,18.80407395804179,1973,218461
73,5,2.932909176260009,1994,306945
182,1,16.03383263641092,2003,454264
188,5,5.354901023694208,2000,612285
180,2,22.385579292923083,2019,454781
87,5,15.85443570356756,1966,240432
52,1,20.726605597042244,2000,68200
161,2,2.208514117469144,1972,581927
40,5,3.4589684653282933,1977,210225
67,4,21.773378253817786,1996,132756
167,2,3.090445743961528,1972,548875
147,2,3.0664451051924995,1995,462743
155,4,1.351145781811736,1990,557270
154,3,28.738540550684924,1961,334199
164,1,22.387742424311202,1975,386163
147,3,11.24429084655986,1968,403718
52,5,9.599531857342,1968,180884
195,4,11.141393662629637,1997,623936
134,3,23.464952404254273,1970,298078
138,2,20.179747721042016,2013,336104
41,5,6.37067146815657,2015,196046
177,5,6.049170724688446,1981,617452
57,3,3.853473841688522,1992,199743
128,3,20.148778871338806,1995,320010
70,4,23.16680720443034,2004,116877
27,1,8.686346421425117,1982,13164
46,3,1.6074038698964714,2004,190108
46,3,3.382978356816393,2004,155862
40,2,29.067941010505884,1993,-38441
49,5,9.567898546845187,1968,166374
116,1,23.307471287305876,1983,204130
47,2,19.11524349677365,1967,59388
130,4,12.076249549933982,1966,383749
80,4,6.964930603671098,1995,249156
67,3,4.520206126622787,1977,222948
166,3,18.835376073127133,1962,459174
23,4,23.464379638495853,1987,-54004
54,3,19.67322335269279,1965,68418
68,1,16.37876186422559,2003,137947
36,3,2.2165854795174518,2003,175766
191,5,29.08617455023713,1980,512499
177,3,24.162711557982664,1987,408072
65,2,9.491839064327978,1999,160036
136,1,29.41913955140667,2013,218151
25,2,18.45456609945334,2013,-17054
118,2,17.89025708801015,1960,286465
143,5,22.69412220345643,1995,347912
56,1,24.54132385461399,1980,30136
43,1,20.037879612613576,2019,22499
112,1,4.714776644619801,2002,334501
65,1,10.809757673840453,1994,118494
114,1,27.914425569455442,1972,131933
118,5,7.5138527434717055,2016,407172
135,3,11.792843691287887,2008,403274
179,2,13.530229605381685,2013,547979
180,1,13.742744701139113,2013,523539
86,3,18.77524789234124,1969,157719
147,3,28.34919929459652,2012,322779
37,2,7.980088643142643,2003,139090
44,5,4.523539912726624,2006,240090
73,4,6.726644205938182,2012,259498
77,4,26.720822106068816,1969,116299
86,3,19.728513567000974,2005,212670
123,2,9.291296887935644,1972,325128
193,4,24.6624612300899,1996,488052
43,3,25.979729894539645,1997,37662
133,5,25.548915822018063,1983,301687
51,4,27.64886947554708,1961,-56069
194,3,8.314989585027487,1981,607360
105,3,22.896215933642072,1976,228322
170,1,14.35564542095006,1995,461785
146,5,25.417958033811786,1973,359663
174,1,22.126229637686784,1969,418054
149,2,23.516975948492014,1994,328565
36,1,20.028693292751072,1984,-28417
123,1,6.145434314621499,1962,363505
180,4,16.80578064801121,2006,528109
156,3,29.555422446210738,1997,327338
62,5,28.18425392841645,1976,57829
195,1,2.2520383381133384,1971,611512
58,5,5.779629656153677,2013,255868
189,1,4.8201344301822955,2011,618723
45,2,22.053417389573568,1983,-17647
118,1,24.715774565851408,1988,201090
69,4,7.191829623009485,2002,246126
172,3,15.669728095603041,1984,471355
171,2,25.3803878123248,1995,404404
32,1,22.25124479822127,2017,-33447
79,5,16.7248789592636,2019,226882
154,2,18.120083023304414,1985,382325
76,2,15.742455860572118,1997,125895
55,1,9.628905088245796,1960,72961
192,2,17.385637792911467,1979,526607
39,5,20.977673759452628,2014,64316
84,2,26.326364559963423,1987,110462
27,5,19.452449265398194,1975,15969
163,1,23.07252457425158,2006,379311
161,3,5.642077413682617,1976,542443
134,2,14.385166758173908,1999,372111
162,3,1.2706169749857055,1987,587553
111,5,8.153687071127067,2017,396899
117,2,22.06738973827714,1971,227353
85,4,29.76248858913154,1986,110784
51,3,3.8761648880292614,2013,186967
105,2,12.64333515997736,2012,283256
70,3,24.202058092275625,2001,99434
172,2,6.917033404238066,2018,557350
82,1,17.0974635297663,2006,161491
144,3,22.25906758486057,1989,314463
169,4,18.86357805754519,2000,482619
77,4,6.452717303847068,1993,287962
77,5,11.306152491886444,1996,281824
105,2,23.72996175007652,1965,187495
68,3,17.072568909828483,1966,129048
199,5,1.1516587927444695,1991,697826
189,3,23.068732040814723,1991,510590
89,2,2.024029293266933,2012,329564
34,4,22.626279699205732,1984,3657
73,1,6.871936244791885,1992,204543
120,4,28.784130923462026,2014,234367
27,5,11.67028178776045,2017,110303
72,1,10.481016873804293,1966,144123
79,5,5.317753459640896,2011,343266
127,2,9.862522249216232,2016,413650
24,1,26.422872093017816,2021,-96164
122,5,29.893695791190172,1971,214473
25,2,11.680976384698601,1975,-16251
128,4,14.009708297681735,1975,339994
135,2,21.940057207879374,2002,322077
113,3,26.699677633487163,2012,225309
66,2,18.19828569141674,1995,122986
118,2,12.354245247157051,1972,277854
74,3,12.966033384610089,1966,173155
187,5,21.1729262484074,1995,548862
71,5,1.0933296445240819,2006,314532
163,2,18.96809078633538,2010,399409
32,3,11.309297302799365,1968,58693
133,3,24.031722607035444,1991,278425
143,4,3.6967285548708326,1970,499699
125,5,18.057865741503324,1967,334447
177,1,14.948213806697588,1992,488680
166,5,19.627440251251596,1982,435822
164,5,2.880754240006082,1984,579779
139,4,17.819529835415807,2015,411552
82,1,17.283053050826187,1967,115549
38,4,17.259142738068956,2004,45464
111,1,18.50114233129719,1981,236676
77,2,20.617570179564506,2018,146194
109,1,24.344680990742322,1963,160765
136,4,8.824800883718215,1999,438532
81,5,24.9264328952218,1962,146453
42,1,15.449414785640155,1988,56797
146,1,3.234690094895604,2000,454938
156,3,2.6979769480753966,1988,543902
159,5,10.692911242185763,1993,544997
148,2,23.76201233623256,1993,327686
77,4,21.522747107486556,1987,126121
141,2,23.869833975499787,1972,273719
20,5,16.00080263680667,1974,14778
53,1,13.765770940709226,2019,124690
115,1,5.276123274482234,1982,350975
145,5,10.517589854670035,2003,480143
137,1,13.586561619042383,1985,337280
67,1,3.5694124607088997,1963,222007
108,1,7.397746628625127,1985,291004
136,4,18.348533527848424,1999,357821
148,4,22.334230312936505,1968,371524
35,3,29.952077830395538,2014,-96405
88,2,28.06028660896317,1964,92596
41,5,19.634390786520555,2015,55843
112,5,13.216193545528087,1991,343501
95,5,19.44914357653875,1979,225865
173,3,23.783896924326726,2009,474945
163,4,4.4317495367782325,1970,543283
198,3,12.88724180119236,1974,619355
105,5,25.3542662834329,1991,235404
48,2,12.131155606058277,1987,84021
88,1,17.58429586558841,1981,173041
66,4,18.04531146500375,2000,140749
113,4,6.349811340875541,1976,383644
163,3,11.504827807916364,2018,489283
195,4,10.700827373516033,1985,644696
104,5,1.759704547429879,2003,433730
58,5,1.701561152849302,1966,250623
119,3,25.11921426659743,2001,279928
52,5,8.91905348921156,2016,199533
120,2,16.024284220925647,1985,320258
42,3,9.663041634074418,1984,114861
29,2,28.279698108344874,1969,-91059
88,1,8.519606007107438,2018,255814
119,2,13.460047569429117,2004,327025
53,1,26.309177264053453,1978,-13462
199,1,25.41607343696245,1970,440076
157,2,6.396941117542042,1972,479203
166,3,24.276655984075603,2012,403651
115,5,14.287419715398887,1967,336794
20,5,15.006097290475301,1999,37839
88,1,4.870919200062369,1963,282593
23,1,3.337443898956615,2006,101842
35,3,22.11023990223919,1990,-8808
43,4,15.397373418303692,1987,115556
99,2,13.668670375840207,1970,279911
21,1,22.155738630919505,2002,-114922
147,5,23.199874070742183,1960,378446
179,3,5.608336862411253,2008,583073
103,2,18.696529334851597,2006,249042
171,3,4.92526838605288,2011,603062
159,2,22.789877494842326,1997,357441
197,2,20.051699531747047,1983,474439
182,1,28.74182401142028,2013,410674
143,3,2.9997824743362145,2019,510809
52,3,2.654586913386375,2016,184794
180,5,9.183425166102804,2006,651123
198,5,8.589464828341274,1990,667372
190,1,8.162385173087994,2000,591102
120,1,27.281382835110065,2005,230565
31,4,8.236839795635678,2009,106188
86,5,8.8865420577303,1985,294216
84,2,23.022549610120947,2008,112233
180,3,14.04245543106566,2009,521001
187,1,23.524606151700254,1964,434916
93,3,2.895618569367172,1979,295629
62,3,15.139564616528144,2011,135057
63,4,1.9747944053151962,2000,247242
48,5,2.816942900205281,1970,213906
160,1,27.28668614698792,2015,347700
31,3,5.03811576241026,2013,145238
114,1,16.440199785981296,1992,284254
65,2,12.92177247542049,2009,186568
149,4,11.072956461506438,1997,478861
54,2,27.095167024930902,1986,36785
100,1,1.6328785064891955,1993,340827
109,1,20.249900899092083,1974,205334
27,5,28.938438592192963,1991,-42461
112,3,17.244877320393417,2020,291112
173,3,28.167851398959662,2017,438808
109,2,2.515478499294689,1980,391295
181,4,13.145006253150681,2005,571545
134,3,8.544575937899484,1964,410071
124,5,22.193807984441165,1965,288599
154,2,29.457615624420153,1997,319665
77,2,8.439371810883188,2021,216843
133,5,19.97106344274816,1981,382018
94,4,6.744831350032464,2021,333788
176,5,17.39457738257669,1977,513645
139,4,14.45404211396175,1973,377475
183,5,29.188154559314576,1969,446054
40,5,18.64729090819753,2005,67246
183,1,11.135684790517745,1972,530499
157,2,4.3087777617500675,1990,528077
120,5,5.3861580333131025,1989,417458
171,5,7.5341909685858175,1962,540455
196,3,8.278033178868641,1989,651113
118,2,25.667865677392996,1965,200911
55,3,17.275460860193224,1988,101293
115,2,16.17833642985663,1967,281782
171,3,4.328297284207307,2003,553999
170,5,25.944051107133614,2004,442700
56,5,21.961614793046028,2002,101489
31,1,2.962382495100046,2003,99130
132,3,21.527217819663292,1992,288051
32,4,16.762608302936734,1976,48416
42,1,3.3700350266565695,2007,168493
118,3,14.290718604331037,1970,316846
124,3,15.056192326771363,1972,298661
49,1,5.807461664734997,2009,128693
36,5,28.425246263008187,1970,-40844
132,3,25.649285772939194,1990,308498
81,5,20.401647782544142,1987,179551
103,1,14.40657126901761,2003,241476
131,5,12.941200705950747,1965,359700
105,2,19.878230547377672,2000,213840
160,4,16.817524212800258,1975,420301
38,3,2.805920070574683,1963,125589
196,4,15.862576814339619,1994,579698
119,5,24.385704899752344,2019,282191
159,3,14.317956450311783,2007,496746
166,5,2.506740749073784,2015,635206
95,2,23.80206778213696,2018,160405
28,1,6.839549681943257,1985,44047
47,3,8.500004211753124,2021,185552
147,2,5.776484249536581,2016,515388
71,2,10.576236881273429,1971,134205
102,3,22.945793664970417,1970,194690
130,5,16.062189925614184,1996,375464
163,2,6.941556950370664,1984,521049
136,4,26.457072266409185,1977,330896
88,2,26.507873793594346,1978,98855
118,5,26.2467743263342,1982,212411
159,5,7.925090130064639,2014,558979
44,4,14.085940981248655,1997,134411
199,2,29.564700028085376,2013,450707
142,5,23.38836181298972,1977,336692
72,3,1.7878552155412346,1985,264851
170,1,2.8909331465542696,1965,555376
163,1,14.45400992755765,1963,413378
76,1,27.367385969985243,2003,67336
58,2,16.622352140628713,2010,108177
128,4,15.436562732994416,1988,358599
61,5,4.058737298742287,2018,280755
186,3,20.046623037004526,2020,500255
161,3,24.84099165740654,1993,369360
141,2,12.032180217719308,1976,408894
152,1,23.492743676834497,2002,314719
182,2,28.969822963123537,2002,384037
94,4,6.909227314702983,2012,306319
165,4,16.176559304647498,1975,483067
95,5,9.327000784452691,1961,302779
28,5,23.99277815198134,1993,-37114
93,4,17.750207610553566,2014,259674
164,4,19.402890108958808,1967,421966
26,4,24.13951062886093,1972,-61349
193,2,12.483143707211191,2001,564321
160,4,27.537611983804254,1967,384773
187,3,16.457837150138058,1989,518338
189,1,5.580689862225093,1991,602161
156,4,21.18107442689527,1995,421793
197,1,24.004579162709376,2006,485228
46,2,10.186088634958274,1989,135632
141,1,25.858198452963837,1960,245192
24,2,27.278154388207227,2002,-111291
48,3,9.03023013395646,1998,124098
184,2,29.52212270874144,1976,387733
185,2,5.080634313413994,2018,591413
102,5,6.858454383672209,1979,358983
155,4,6.342520337902758,1983,518299
128,4,26.925701590228243,2009,299065
84,3,19.974484017423894,1981,170327
105,3,5.411024213445914,1988,343388
164,4,13.76937913268212,1981,493361
90,5,18.84364272702426,2003,213146
64,4,3.4204584646921155,1968,240673
151,5,26.590074683812823,1996,369867
55,3,24.30450252780452,1969,33650
89,1,15.65099643372251,1995,200393
178,3,29.04667184251594,1996,387345
38,3,13.115068398977892,1987,98220
127,2,29.539199252058438,1987,250029
186,2,20.369679965305185,2001,450689
110,2,19.4054669243643,2022,233444
109,2,5.812691963577765,2002,354160
38,5,26.575904990834676,1980,-11138
58,4,13.39720094969784,1983,187850
145,1,5.704768767691902,2001,458257
192,3,1.365618079297012,2019,705825
160,5,17.232914825513095,1999,427654
145,1,16.294589041557614,1961,365426
77,5,21.861255048705598,2014,159199
167,5,26.817483537516264,1967,383729
80,3,3.302790954647856,2007,293110
146,4,22.21339821987051,1986,334001
124,2,6.434946378829884,1981,394676
186,4,25.887134541557757,1996,469917
20,3,24.752841901988027,1986,-70698
150,3,16.683018894580787,2016,437276
111,3,21.597041160076035,1988,271719
132,1,10.116153282328703,1962,350196
172,4,14.663869069051625,2003,524136
75,4,24.827470033603678,1972,113240
180,5,14.318690718023204,2004,566002
185,5,11.376149694437812,1969,588342
136,5,15.332160970258697,1995,436852
153,3,25.019228320679332,1968,329252
77,4,10.72103337375531,2013,216617
63,3,6.03908620093657,2015,211829
192,1,21.648406589592643,2014,498358
179,5,24.95336816853437,1986,461639
192,3,3.918486877182467,1993,635200
80,3,7.956349269922397,2010,240819
66,1,5.117187703068823,1960,189688
168,2,11.090300935882832,1991,507267
99,4,14.060178388256967,1984,282436
137,2,22.715963771935886,1988,295605
183,5,19.88327996156855,1966,507466
166,3,19.006928456874505,2008,450961
39,1,11.218873451679977,1962,54842
165,1,25.401979039458038,1979,325598
66,4,14.667327854546773,1979,167307
68,2,29.39404320243948,2012,29635
33,4,19.39012201057637,1989,45791
162,3,4.661677505370579,1994,545764
178,4,20.609149300187585,1994,498436
20,1,10.428016447519271,2008,13540
136,1,20.903488703896826,1998,296657
73,5,3.0195932967097665,1986,327328
137,5,6.071561678102822,1985,486054
22,3,25.816380508267805,1973,-98921
163,2,7.588207153681932,1976,516833
31,4,25.27419263204526,1977,-45159
93,3,9.099006565177902,2004,296321
35,5,19.643575391702523,2011,92084
121,4,21.130366631785098,1988,263531
171,5,15.866987841206535,1979,501248
175,4,9.854009624205208,2012,575333
136,2,7.1666869147617875,1986,436160
27,3,1.9624912823103604,1977,99375
141,4,9.81444563598099,1963,403468
111,1,19.941720925407207,1960,232481
183,1,28.210839735005997,2009,385004
109,4,26.26492998562851,1960,183434
155,4,23.215878519523773,2017,429777
79,4,23.86497295434566,1985,135774
197,1,20.28456220080386,2004,506648
47,1,8.548318869414087,1979,102917
120,4,27.308655890469065,2011,226551
60,5,20.45123704526919,1982,127904
174,5,17.25277829843276,1969,506466
164,2,4.218694607190951,2018,553424
180,3,13.964610770386336,1970,511956
176,5,14.350389864855863,2000,537550
160,1,26.072344676157428,2000,356670
65,5,16.852798385445865,1964,147351
54,2,12.03161592014188,2017,133765
153,2,29.32720952680912,1960,295580
101,3,4.210897206463155,1976,346672
134,5,13.253904421046395,1981,441114
66,1,2.2187155799707536,1993,189722
172,1,22.45721950224098,2015,419240
29,4,27.624220013775368,2004,-60305
75,1,9.121082556964193,2000,183189
49,3,25.891908627174505,1988,-476
128,3,9.474328683395035,1963,381398
24,1,27.412334687673543,1964,-123517
138,1,22.864895204306734,1970,248334
52,4,24.34229652840172,2015,48339
137,1,1.5221901124131805,2010,471846
84,4,28.92150035514675,1980,89889
165,4,22.073458770039373,1994,406116
196,1,9.837781766197866,1971,523875
30,2,25.05244528090656,1985,-75183
104,2,9.164114754032969,2010,291494
45,4,26.309861347417712,1978,-17157
82,1,4.264831321946174,2004,259844
105,2,21.406893346363077,2019,212248
78,1,16.6802558227024,1966,110833
46,1,3.7994996356677837,2006,112487
196,1,8.01492101950633,2014,611126
180,5,1.359717052042129,1966,658178
117,1,14.59427099847067,1985,277210
124,5,9.73669256204001,1999,408090
118,4,18.352367044635006,1964,292837
148,2,9.619896423549898,1980,468216
168,2,9.697654233702556,1973,465164
74,2,22.5526027632165,1963,79589
25,2,2.39614224337225,1982,67391
114,2,27.18395486056763,2001,205074
152,2,25.71565235734426,1979,317295
121,2,20.36633581356579,1974,265329
22,4,18.203425533114146,2009,12335
42,1,26.876772446049916,2011,-20300
72,3,6.374575206332719,2004,257166
184,5,3.2901057035340298,1988,668089
102,3,7.945794927376605,1967,290022
164,3,24.042770082305516,2000,421321
104,1,2.0054377350680164,2007,340809
97,1,17.9013982174212,1978,177891
129,1,29.867687969547987,2007,217775
20,2,25.815186721288644,1998,-87483
70,4,16.121924982264094,2005,156087
192,2,2.845586369312628,1987,631669
23,4,25.109831917185584,2005,-15013
132,4,18.370376737139107,2016,334070
51,3,4.333056914727438,1986,216239
53,3,3.72186125987733,1963,181491
111,4,27.37917776366118,2017,177911
114,4,20.406807625204273,1974,241210
91,2,25.04931718018591,1994,118535
58,2,26.49038810818575,1996,9198
173,3,17.581398209401343,1960,455854
181,1,16.005944200896195,1962,413082
137,4,13.482394899308716,2006,417276
22,2,10.19145104594246,1983,9266
142,3,13.603282864902642,1986,431384
69,2,23.442510016174534,1999,77356
31,4,18.455779499438815,2022,61410
73,4,26.883175408690537,2020,130741
152,5,13.858020416996444,1995,489701
76,1,18.605597782843866,1993,114527
164,5,19.307919039667674,1988,447752
131,3,18.15921770688344,1983,325926
66,2,21.376379419479974,1983,94413
170,3,7.8855705828693825,2001,536201
104,4,15.858549548827929,1963,265046
161,5,4.022519281442083,1962,564491
85,5,12.150828501699564,1993,248195
94,5,15.142344990016667,2016,263299
198,3,19.914503526818702,2008,540118
122,4,28.5654005249999,1982,232360
185,2,18.418880929902322,2012,509326
57,2,22.564223569120234,2015,72823
69,3,15.68171572536088,2011,143865
